standard_number,title,description,status,version_number,effective_date,reviewed_year,source_name,source_url,authoritative,bis_url
IS 708:1987,IS 708:1987,IS 708:1987,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im5RZEExTGNFMjdEcEVIUFN3WHlqSFE9PSIsInZhbHVlIjoiQTdhdW45dUtVZVcxMXZ1NGY5OGVNZz09IiwibWFjIjoiM2Y0OThjNGY1NTFhNThjYTVkNzUwZTZjN2E2NzBiZGJhZTE3OWExOGE0NjVmYTNkYmU5NjUwMjBjMjdiMmIwYSIsInRhZyI6IiJ9&standardNumber=IS%20708:1987
IS 709:1974,IS 709:1974,IS 709:1974,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IndFZ0NXeFlqaWwrYUJlNStpSkNsL2c9PSIsInZhbHVlIjoiK2ZOM2VQcTNBTTFQUWQ0MUlDSnN5UT09IiwibWFjIjoiNTg4ODA2ZWFhOGE4MGJhZjQyZTQ5YjBhMWVhZjFjNThkMjU3NTc3ZDJkMjY5NDIzY2FiMmUwNDgyNDgxMWViMyIsInRhZyI6IiJ9&standardNumber=IS%20709:1974
IS 70:2024,IS 70:2024,IS 70:2024,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InRQOFhPTkRSN1BMZS9pRFJITVZEekE9PSIsInZhbHVlIjoiaDhkcW01azNiY2c2TUpubFVMckxaQT09IiwibWFjIjoiNTY1ODI3NzE0N2QzNGYyYzA2MmNmNGVjN2Y0ZmE4YjkzMDg4ZDNhMmRmZmU5ZDA0MjM1ZjZjOTlmZjNlODc3MiIsInRhZyI6IiJ9&standardNumber=IS%2070:2024
IS 710:2024,IS 710:2024,IS 710:2024,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjJCdmh3akQxeGhqbHhZYTNQbW9TNWc9PSIsInZhbHVlIjoiQUZiTjlSZVFDbW9ZV3YyY3lwbWRWZz09IiwibWFjIjoiNWZhYzZhN2M4YWI5MGY3NjVlMGI5NTJjOTljZjg3MjI3YjhiYzEwYTUyMGQ4NTM3MTUyZTNmMDQwMzMzNjIyMyIsInRhZyI6IiJ9&standardNumber=IS%20710:2024
IS 711:2023,IS 711:2023,IS 711:2023,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im5vMWpHQUV1UTRCNEU2QkxTL0tQTFE9PSIsInZhbHVlIjoiTXdmdUZUdUFnd2FPVXlzLzRpU2ZWQT09IiwibWFjIjoiN2YyZDJjMDEwMGEwMjMxZTcxZjgzY2UwMTk3YjQ1OGY3YmE2Mjk2ZGMwNWYxN2NlZTgwYjI2NzI4NTQ3YWQ3MyIsInRhZyI6IiJ9&standardNumber=IS%20711:2023
IS 712:1984,IS 712:1984,IS 712:1984,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InBCWnVvTlc1MHJhbVBvcGk5TXdWNEE9PSIsInZhbHVlIjoiNDNCNy93TG5RRy83bDRxV3MxZVdZUT09IiwibWFjIjoiYTkyNjg1YTc2ZDQ4NTcwMmFlM2M2OTU1NTg3MTRmMjNiNGQyMzdlMjQ2NjU3NWVkZmVmMTVmZTE1YjAwYzdlMSIsInRhZyI6IiJ9&standardNumber=IS%20712:1984
IS 713:2026,IS 713:2026,IS 713:2026,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjA0SjNUdFQwN0ZjK2NaRGlCUVkzcUE9PSIsInZhbHVlIjoiSWN2VHY1RERmZ1QwQU1md0hoU3lKUT09IiwibWFjIjoiNmM0MGZmYzhhOWZjMTc4ZGIyYjM3OWIyNzFiNTFkMDM5MTI3NTUwYjlmYWRhNTc4ODQ3Y2QwNjcxNTE5ZDU1NyIsInRhZyI6IiJ9&standardNumber=IS%20713:2026
IS 714:1992,IS 714:1992,IS 714:1992,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Imh3RlU1RHN3aFljRHd5Y0I5azZYL2c9PSIsInZhbHVlIjoiK2k4ZzNZYXZmS1dBKzVvaVFrSFlJQT09IiwibWFjIjoiNGMxMGFlYjQ2ZjYzMzAyNzExZGYzNDM4ZmM4NDg3OTI0MTVjODk2NGEzYThmOGFlZmI3YTRhOTJhYTQwYjhiYiIsInRhZyI6IiJ9&standardNumber=IS%20714:1992
IS 715:2002,IS 715:2002,IS 715:2002,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ilk2T0Q3cE9neWN2czRCNXA5STJVK0E9PSIsInZhbHVlIjoiblI5OGROYkFPbWN0cVlua21QZHd0UT09IiwibWFjIjoiNTk0ZTFjYzQ5NjlhNjhmMWIyNGE0NDExYTlkN2Y3YTYyNThiZWI4Yzc4ZTVhMDkwZGI1YjM3OWQyZTE1MDcxZSIsInRhZyI6IiJ9&standardNumber=IS%20715:2002
IS 717:2025,IS 717:2025,IS 717:2025,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlZKVjQ2RmZxcXBaRlIvaUJZc2I3bEE9PSIsInZhbHVlIjoiNDF0U2t2SGlGY3lwbGp6ZFZsUVFpUT09IiwibWFjIjoiYmVhMGJiNTdiOGE1MTBmZTlmMjlmZThhYzgxYWNlOGYzNDhhMDU0MjAwZTljZDE0ZTg5YTBmNDRiOTIwY2UzZiIsInRhZyI6IiJ9&standardNumber=IS%20717:2025
IS 718:2023,IS 718:2023,IS 718:2023,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InZsMmZRVnBlYjFQeXgxK1dlcU5wRGc9PSIsInZhbHVlIjoiZmZYVStyNFRmanhMUVZVRVVtOUhCZz09IiwibWFjIjoiYmFmMjk2NjkzYWViZTY5ZjQyY2RhZGM3NTA1NjU5OGJiMjU3MDZiODBmODc2OTE5M2E0MDRjZTI3ZTY5NWMzYSIsInRhZyI6IiJ9&standardNumber=IS%20718:2023
IS 719:2022,IS 719:2022,IS 719:2022,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkVEaGk4Ri85dWN3Q0NNcElmdTNndHc9PSIsInZhbHVlIjoibUtwY24ySDh1Mm1ueURsTXNvWkRzdz09IiwibWFjIjoiN2U2NmQwZjdjYWY2NjA4NTRjYjBkNzljNTY2OWQwODdjMjMyZjAxNjdkMzk0NWJlYmJmNzA3YTNmNjYwODNhMSIsInRhZyI6IiJ9&standardNumber=IS%20719:2022
IS 720:2022,IS 720:2022,IS 720:2022,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlRVRW8vTHo5Vm0xbE5QeXozUEdnQ0E9PSIsInZhbHVlIjoiSmN5dEFzbkpZemNUODRoZHdpSDh6QT09IiwibWFjIjoiZTBlYmRmZTcwYjdiZDNlYzdhN2FmNDZkOWUxYWE0MWI3NjY1NWFlZGI1NmQyNjk3OGMyNWQzMmRjZTgwNDc0NCIsInRhZyI6IiJ9&standardNumber=IS%20720:2022
IS 723:2023,IS 723:2023,IS 723:2023,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InZDN0YvY2cxbnNXeGR3RXZVSnRCdVE9PSIsInZhbHVlIjoieHNudzNBOFVPSzNaSzZpNXpYSXY3UT09IiwibWFjIjoiODA4NjFlMThiNjg2ODFlZDFkNjJiZTY3ZGJkMjgwZTk2ZWJmOWU5MmUyNWJmODFkODhhYWQ5MGE4MjVmODZiMSIsInRhZyI6IiJ9&standardNumber=IS%20723:2023
IS 724:2023,IS 724:2023,IS 724:2023,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlRONUFFZ2lYQ3NJaDBNUHNBM01tMHc9PSIsInZhbHVlIjoianFSY3ljdXNDd3FqRWFEV1g0U2h0Zz09IiwibWFjIjoiMzY5MjI3ZWRjNTZiYzdiMzA0ODE0ZTEzYmM0ZmE2YTllYmQzZWI5NTQ5NTEwODhiYmZhNTgzZDAwOWE4NGFiOSIsInRhZyI6IiJ9&standardNumber=IS%20724:2023
IS 725:1961,IS 725:1961,IS 725:1961,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImxROWxpMDFhMzBydEx1MERTdmZDRFE9PSIsInZhbHVlIjoiMXhDSzNrZG93NjdZYlFwOVpybmQ3Zz09IiwibWFjIjoiZGE3Njc1ZTkwNDUyNTIwYjY2YmVjZmQzNDcwOTc1NjhmYmU1NTEwNDc3NWIzNWU3ZGFjMjQ1ODQ1MGVhNjgwZiIsInRhZyI6IiJ9&standardNumber=IS%20725:1961
IS 726:2022,IS 726:2022,IS 726:2022,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkROWGRNN0dPSEQzNTFUVFJqQWlnYkE9PSIsInZhbHVlIjoicmxkT0wvUHZ2cjhhKzZBUURTU1B6QT09IiwibWFjIjoiYTFlNTRhZTNkNTQ5YjVlMTY3MmQ4MDEzMDEzMmEwYzdhNGJlMDMwZWZhMzA1NzM0Yjg1NDM0YTc4YTMxMGQ2OCIsInRhZyI6IiJ9&standardNumber=IS%20726:2022
IS 729:2021,IS 729:2021,IS 729:2021,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkNMbkRvZnE3cEdWM1Yyam5KdldJTXc9PSIsInZhbHVlIjoiQnhkN0ZUdFV1MkphRzFIOHhyVVdPUT09IiwibWFjIjoiNjhjZmMwZWI0MmZhM2YzM2QxN2I5MjIzNGY5MjMxMWJlNjNjZDMxY2Y3ZjIwNTZiMTg0NmMwNzk1ZDc3ZjNkMiIsInRhZyI6IiJ9&standardNumber=IS%20729:2021
IS 730:2021,IS 730:2021,IS 730:2021,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjRXNVdQeWh1bTc4ZENkYy9SeVpPc3c9PSIsInZhbHVlIjoiQmlMMVJQQU1GSXlSY2dJMXY1dW9aQT09IiwibWFjIjoiNjM4ZjMxNDUwZDI1OWE4MDM5YzMzNGNiNzdmMjc2Mzc3OTk0ZGVjYzY4MDE4Mjk2NjFjN2MzOGEyZTUyMzEyMCIsInRhZyI6IiJ9&standardNumber=IS%20730:2021
IS 731:1971,IS 731:1971,IS 731:1971,published,,,2021,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjU1K2Q5NFhScHZNb0tqRjVBYXgxaEE9PSIsInZhbHVlIjoibGJKTmFKV1JXR1hkd0lPSmxYS0ZpQT09IiwibWFjIjoiNWM2NTQ5YzM0ZGM1ZjJkOGNhOTQ0Y2I5ZTg4NTg3YjdmYWI5NDI2OWQwMWYwN2RmNmZhYjgzNTlkMDNlY2ZjYiIsInRhZyI6IiJ9&standardNumber=IS%20731:1971
IS 732:2019,IS 732:2019,IS 732:2019,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ijljb2NiNk5UVjZhMDZPZ1k4T3BhUHc9PSIsInZhbHVlIjoicVQzYmJDRUcrNHU1RVM1dEtGRDA5Zz09IiwibWFjIjoiMzg3ZDBlYTU0MjExY2E5MDJhZjM3OTVjY2QyYWFkNzMxOWZiYmFkNTI1YjA4OWFlZGJhODMwZWQ4OTE0ZTNlOCIsInRhZyI6IiJ9&standardNumber=IS%20732:2019
IS 733:2025,IS 733:2025,IS 733:2025,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InRDb1NLaDRTc2JBWnRHSitsRzdmRVE9PSIsInZhbHVlIjoiazFlUkllQVArTnVuOTFHT2Z3RHoyUT09IiwibWFjIjoiMTczZjI5OTg5YTA4OWRmNmZlNGJjY2E2MWMxY2UzNjk2ZDY1MmM4NDliZmIwYTMyN2Q4YTcxMDcxOWFlZTgxZiIsInRhZyI6IiJ9&standardNumber=IS%20733:2025
IS 734:1975,IS 734:1975,IS 734:1975,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkN6T2ExbDJMcitWVi9ab29meXlvMlE9PSIsInZhbHVlIjoiWVVnWEhsZEFvc1NUZm1qa1RjaHNNdz09IiwibWFjIjoiZWYzYzNlNjdhNzhhMzYxMDc2ODEwZWYxZjQ3NGVkM2I4MWQ1NTdkZTJkYWVjYjI1NzZkOTJhM2U1ZGNmMDliYSIsInRhZyI6IiJ9&standardNumber=IS%20734:1975
IS 736:1986,IS 736:1986,IS 736:1986,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjFJZTVGYUpZaXhNYTczdkdxWS8vbUE9PSIsInZhbHVlIjoiY3R4R3pLSjZFUVpjdVhSQy9xQ3hxZz09IiwibWFjIjoiNTdlMjY2Y2JhYTlmMmJlNzZmNjg3NWM1ZTA5ZGYwMmRhODU0YmU1OTFkNGE5NTVlYTNhZWJiMGYyN2FmOTU5NiIsInRhZyI6IiJ9&standardNumber=IS%20736:1986
IS 737:2024,IS 737:2024,IS 737:2024,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImRVaG5mN2QwZHJmL1JpNlYzcGZ1YVE9PSIsInZhbHVlIjoiSUd1c1BTQTZkWjdSZ1dyZFNFZ0tRQT09IiwibWFjIjoiY2M3MWIwYjI2YWViNjQ2NmEyNTdmZDk0MmRhMTExMDhiNmM2ODJhNjE2MjU5YWFlNGFjODI2ZDVjNTAwZTA5ZCIsInRhZyI6IiJ9&standardNumber=IS%20737:2024
IS 738:1994,IS 738:1994,IS 738:1994,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjNQVEIzbFZnblpsWGR6VGx5MjRodEE9PSIsInZhbHVlIjoiSyt5cDBZZTBRZTJ4ZXpHVmFoYm9OZz09IiwibWFjIjoiYjVlMGJiNWJkYzlhMTQ0M2JiNDA2ZTQ3Mzk1N2MwMjA3MmY1MGIyMjdhZTk1OTk0Yjg5NGNhNzkyMmUxM2NhMCIsInRhZyI6IiJ9&standardNumber=IS%20738:1994
IS 739:1992,IS 739:1992,IS 739:1992,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InA3VEMrenQxRTBZeWZqc2FQeWdHYVE9PSIsInZhbHVlIjoiYlhXaHdTNjVBbWpiM3RtY292Uk16QT09IiwibWFjIjoiYzA1MGM4NTA0ZDkzZGJhNzUyNGYxNDQ4NWQ2MGFlZjRmMDEzZjE3ZjNiZTU2YzZhODMxM2RmM2ZkNjMyMjIyNiIsInRhZyI6IiJ9&standardNumber=IS%20739:1992
IS 73:2013,IS 73:2013,IS 73:2013,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjZXaVk3WmJ1eG1mSFlCV1NIdnF5UGc9PSIsInZhbHVlIjoiTUxEeFJsSnJsejh1VjN2TFYzbm83UT09IiwibWFjIjoiY2ZmYmNjZjc1MTA5ZWIwZTRhNWRhZmQ3OTExNzMxZjEwMTE4YjdlZDI3M2IyZjA1YjZhMjgyNzY5NGQ3Mzc5YyIsInRhZyI6IiJ9&standardNumber=IS%2073:2013
IS 740:1977,IS 740:1977,IS 740:1977,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlZscWxtQkg3WEZnRFhoUEFNUSt1QlE9PSIsInZhbHVlIjoiSDM1Q2tTU25MVTdhT3c4K25QbmpOZz09IiwibWFjIjoiZGJjZDE1ODhhOGM1OGM4YTcxMGI0NThkOGY5YTZhN2RkOTI2ZGQ1ZjViZDU3ZmExNTg2N2ZlNWJkZjA0YzczYyIsInRhZyI6IiJ9&standardNumber=IS%20740:1977
IS 741:1971,IS 741:1971,IS 741:1971,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImNua2tOWHkrcE1WMll3T1NMVTZxK2c9PSIsInZhbHVlIjoiVk14aFBQekc0OUNRRzlQejNsYkU1UT09IiwibWFjIjoiMWJiNTUwNDhhOTNjNTQ0NTc2MjNhNWRhZTE0Yzk5Mzc3YTUzNjQwM2JhOTM1ZjFiNDUzYmE3ODc3MDM2YmFiMyIsInRhZyI6IiJ9&standardNumber=IS%20741:1971
IS 742:1981,IS 742:1981,IS 742:1981,published,,,2023,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InpSbFoyRHpITDR1VnludUs5WngwOWc9PSIsInZhbHVlIjoiOWNyaGQyLzZWRWlrdE4rUWFSQlVpdz09IiwibWFjIjoiMzg1NmZmYzRhMTc2MWYzZDM4YjdkYzg2NmVjZTA4NTdmZGFlZmE4NzlkZWYyZmY4MWRjYTMxNWQ2YzdmZGQzZSIsInRhZyI6IiJ9&standardNumber=IS%20742:1981
IS 744:2000,IS 744:2000,IS 744:2000,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im16cGd0VkJiM2xmeDhEekphcWVyTkE9PSIsInZhbHVlIjoiTWd1R3ZMbTJHeHM0WTcvc01Tc04ydz09IiwibWFjIjoiMTM5ODBiN2RmNjBjODgyYzU4NDYxYzE1ZGQ1Y2RlMTlkZGNkNjI4NDgwMzM4NGMxYWRjMWM2MTU1MzBjNzg3ZSIsInRhZyI6IiJ9&standardNumber=IS%20744:2000
IS 745:2021,IS 745:2021,IS 745:2021,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjhWSFB1ckwwNzJmQTBPdGt5Tzc1VkE9PSIsInZhbHVlIjoiS1NENVBscW5zd3RGaEpGa3gvZVRwQT09IiwibWFjIjoiYzg4ZTVhOTM0ODMyNGRmMjQ2MjZkM2E4MjI2MzU2ODhlY2YwYmUyYjBjNjQ1MTY5YmFjMTdlMDdmMDIxMTY1ZSIsInRhZyI6IiJ9&standardNumber=IS%20745:2021
IS 746:2021,IS 746:2021,IS 746:2021,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjRnblVpZ1VWTmlOL1JLU1o4NlQyd1E9PSIsInZhbHVlIjoieWc2czJ1NU11WFdmVktNNi8vM01tdz09IiwibWFjIjoiZTJhODZjOTQ3OGMxM2Y2Y2M1YmUzMmNmMGI3YmU4MmJlZWNjYWU5YzM5YmE3NGYyYmUxMTM2ZTYzYzNiODI1NiIsInRhZyI6IiJ9&standardNumber=IS%20746:2021
IS 800:2007,IS 800:2007,IS 800:2007,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im84WkxIZ3NIYXVCb1hDbi91eUUxZVE9PSIsInZhbHVlIjoia09QR3Bzd1NaS0ZSRHNGaDBsb0ZKZz09IiwibWFjIjoiYjQwZDA2NzBmMGU2Nzk4MWQxM2U1YWNkMDAxMjhlNjBhMjVkOTg3MjFiZDM5ODRmZTgwNGI5ZGNjMGRiZGViMSIsInRhZyI6IiJ9&standardNumber=IS%20800:2007
IS 801:1975,IS 801:1975,IS 801:1975,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ik03dEV1SVk2TVN5VWN0MkFRZHpETmc9PSIsInZhbHVlIjoiQ25FMk43enkxMzRJcDEyaHdINE1Mdz09IiwibWFjIjoiM2U5OWQ2NGUzZDNmZTc0M2Y1YWE5NDU4MThkMjJiZDcxZjRmYzQ1YjRkYTRmODAyMDk0NmM2NTYxMDQ3MzhhNyIsInRhZyI6IiJ9&standardNumber=IS%20801:1975
IS 802,IS 802,IS 802,published,,,2025,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ii9iVnhDVTc1SzdkcDdSOTZ5K2RVbGc9PSIsInZhbHVlIjoiUVB1aVNXd05tbFhTUXllSjJ1T2I5QT09IiwibWFjIjoiNWNiZjllNTk5NmI4YzIyMGM2ZGE3OGQ2Yjc2Mzg3YmFiZWJhODZiNTY3ZTYyOGVjZWJlNzMyM2I2YzBlMmYzNSIsInRhZyI6IiJ9&standardNumber=IS%20802%20(Part%201%2FSec%201):2015
IS 802:2021,IS 802:2021,IS 802:2021,published,,,2024,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IkZnbGh0d0hyOU52M1JPYUdkd0JUMmc9PSIsInZhbHVlIjoiYWFJR3ZnZjdFVGtPN0d0Mi8yV0lTQT09IiwibWFjIjoiZmM4YWE4OWE2MDg0OTM3OTBmYWQ1YjY0NzAyOTZiYTcxNWFjZmI1YjM4YTg1MDlhMDI3NDdhMGU5YjFlMmRmYiIsInRhZyI6IiJ9&standardNumber=IS%20802.15.4:2021
IS 803:1976,IS 803:1976,IS 803:1976,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImJ6S3kzY2c0YVY3ZWVFR2tQRU12MFE9PSIsInZhbHVlIjoiVkg3cTVqZjF1djM4MVhaSGJtQm16Zz09IiwibWFjIjoiZjA0MDg4ZTdjNzFhODMyMzczOTBjODBjZWFlYWE2ZjA3Mjk5ZGU2M2M1NTNkMTY4ODUyYjM5MDNhNmMzYzcyNCIsInRhZyI6IiJ9&standardNumber=IS%20803:1976
IS 804:1967,IS 804:1967,IS 804:1967,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IlQyOHlpVWxkVlRESGZCbVl1N2JBK3c9PSIsInZhbHVlIjoiOWlMNzZlSEczK2lCWFVTUFFNWlJxUT09IiwibWFjIjoiMWE0MTljMDMxM2NkMzM2M2VmMmUzMGQxZTZhOTQ4NjBiMzlhYmQ1MGZlMDMxMTgxYTQ3ZjU1Mjc5ZjJmMzViOSIsInRhZyI6IiJ9&standardNumber=IS%20804:1967
IS 805:1968,IS 805:1968,IS 805:1968,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6IjhCTHRSdDNIK2xpcWpsb1RZc21FYUE9PSIsInZhbHVlIjoiWWl0NlBIb1BiM2grK3creUw4Tm9ZQT09IiwibWFjIjoiNTBiMjlmNjI3MTZlMTY0OTc2YWVlZGMzMjIwNzhhM2ViOTk1OWVkNjY5NGU3YTBkZWE4YTZkNjE3YmExMmJkNiIsInRhZyI6IiJ9&standardNumber=IS%20805:1968
IS 806:1968,IS 806:1968,IS 806:1968,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Ik81NzNLTGNDazJmVHMwQlBnTHlxdEE9PSIsInZhbHVlIjoiTmg2Q0wyUWxnallQNEE0Ykc5MnNBUT09IiwibWFjIjoiNDE1NGNkZTYyNzg1MTIxOTg3ZDUyNWJhMzU0MjdmODZlNzk0OWNjOTg1NjkzZTVjMTE2NjI2MDdiNGI0NWE2MCIsInRhZyI6IiJ9&standardNumber=IS%20806:1968
IS 807:2006,IS 807:2006,IS 807:2006,published,,,2026,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6ImxXbCtqbCtZZHc1UDVTczNCVCttbXc9PSIsInZhbHVlIjoiNkY0KzY3V1F6UzhES1Z5L1Bpb1pYUT09IiwibWFjIjoiOWQyNWNmZWJlNDQyNzAxNjEzYWE1N2JhM2ZhMzUzNTJhNzFiNDIxMzg0ZTZiNDJkNmM1NDViMmM1Y2E5YjJjZSIsInRhZyI6IiJ9&standardNumber=IS%20807:2006
IS 808:2021,IS 808:2021,IS 808:2021,published,,,,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InRUVUo5QkNRekptL3FiRjRaSHo5WEE9PSIsInZhbHVlIjoiTWd3ZVV5ejhLQ3hVZTFXU0I1RmFZZz09IiwibWFjIjoiYWZkM2U3OTlmYjBmOTg2OWZmYWRlOGUyNGQ5MThlY2IwMjFkYTZiMjAzMGVhMDYwNjA1ZmRmNDhiNTNjODFlMiIsInRhZyI6IiJ9&standardNumber=IS%20808:2021
IS 809:1992,IS 809:1992,IS 809:1992,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6Im1iam5wZE5lYmFuRjlhQ2c4YndGSEE9PSIsInZhbHVlIjoic1oxTlNoNldoWTMvQ3RJZnQ1ZnozZz09IiwibWFjIjoiNzI4Njk4MjVjMWQ1NTBjMzAzODc3NDVhOTkxZDljYTM1YmM2NTljMzIwMTI3NDgyNDRiNDcwZDEyMDMwZGYyMCIsInRhZyI6IiJ9&standardNumber=IS%20809:1992
IS 80:1991,IS 80:1991,IS 80:1991,published,,,2022,Bureau of Indian Standards,https://standards.bis.gov.in,true,https://standards.bis.gov.in/website/standard-details?encryptedId=eyJpdiI6InRPaHVrWDhha2pMRitvT05pa2VrUEE9PSIsInZhbHVlIjoiWFVoM0NuM3Znb3J0aDVvR0lVSG92dz09IiwibWFjIjoiOTY1MzBhZDU1NjY3NTU5YWE1ZDdkZDg3ZWYwNTYyM2MxZTZhODBjOTQ3ZTBjZmIzZWE2M2YwMmQ1Mjg1YTI4OCIsInRhZyI6IiJ9&standardNumber=IS%2080:1991
